Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2016,BMW,340i xDrive,Compact,3.0,6,AS8,Z,10.9,7.3,9.3,30,216,6,n/a
2016,BMW,340i xDrive,Compact,3.0,6,M6,Z,11.9,8.3,10.3,27,241,5,n/a
2016,BMW,428i Cabriolet,Subcompact,2.0,4,AS8,Z,10.8,6.7,8.9,32,211,6,n/a
2016,BMW,428i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,11.3,7.1,9.4,30,221,6,n/a
2016,BMW,428i Coupe,Compact,2.0,4,AS8,Z,9.9,6.5,8.4,34,197,7,n/a
2016,BMW,428i Coupe,Compact,2.0,4,M6,Z,10.7,7.0,9.0,31,211,6,n/a
2016,BMW,428i xDrive Coupe,Compact,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,6,n/a
2016,BMW,428i Gran Coupe,Compact,2.0,4,AS8,Z,10.8,6.7,8.9,32,211,6,n/a
2016,BMW,428i Gran Coupe,Compact,2.0,4,M6,Z,10.9,6.8,9.0,31,210,6,n/a
2016,BMW,428i xDrive Gran Coupe,Compact,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,6,n/a
2016,BMW,435i Cabriolet,Subcompact,3.0,6,AS8,Z,11.8,7.6,9.9,29,232,5,n/a
2016,BMW,435i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,5,n/a
2016,BMW,435i Coupe,Compact,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,5,n/a
2016,BMW,435i Coupe,Compact,3.0,6,M6,Z,12.1,8.4,10.5,27,246,5,n/a
2016,BMW,435i xDrive Coupe,Compact,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,5,n/a
2016,BMW,435i xDrive Coupe,Compact,3.0,6,M6,Z,12.3,8.4,10.5,27,247,5,n/a
2016,BMW,435i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,5,n/a
2016,BMW,528i xDrive,Mid-size,2.0,4,AS8,Z,10.5,6.9,8.9,32,209,6,n/a
2016,BMW,535d xDrive,Mid-size,3.0,6,AS8,D,9.2,6.3,7.9,36,212,6,n/a
2016,BMW,535i xDrive,Mid-size,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,5,n/a
2016,BMW,535i xDrive Gran Turismo,Full-size,3.0,6,AS8,Z,13.0,9.1,11.2,25,263,5,n/a
2016,BMW,550i xDrive,Mid-size,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,4,n/a
2016,BMW,550i xDrive Gran Turismo,Full-size,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,640i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,5,n/a
2016,BMW,640i xDrive Gran Coupe,Compact,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,5,n/a
2016,BMW,650i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,650i xDrive Coupe,Compact,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,4,n/a
2016,BMW,650i xDrive Gran Coupe,Compact,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,750i xDrive,Full-size,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,750Li xDrive,Full-size,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,ActiveHybrid 5,Mid-size,3.0,6,AS8,Z,10.6,7.9,9.4,30,219,6,n/a
2016,BMW,Alpina B6 xDrive Gran Coupe,Compact,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4,n/a
2016,BMW,M2,Subcompact,3.0,6,AM7,Z,11.8,8.8,10.4,27,244,5,n/a
2016,BMW,M2,Subcompact,3.0,6,M6,Z,12.7,9.2,11.1,25,260,5,n/a
2016,BMW,M235i,Subcompact,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,5,n/a
2016,BMW,M235i,Subcompact,3.0,6,M6,Z,11.9,8.6,10.4,27,245,5,n/a
2016,BMW,M235i xDrive,Subcompact,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,5,n/a
2016,BMW,M235i Cabriolet,Subcompact,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,5,n/a
2016,BMW,M235i Cabriolet,Subcompact,3.0,6,M6,Z,12.1,8.4,10.5,27,246,5,n/a
2016,BMW,M235i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,5,n/a
2016,BMW,M3,Compact,3.0,6,AM7,Z,14.1,9.7,12.1,23,284,4,n/a
2016,BMW,M3,Compact,3.0,6,M6,Z,13.7,9.0,11.6,24,271,4,n/a
2016,BMW,M4 Cabriolet,Subcompact,3.0,6,AM7,Z,14.2,9.6,12.1,23,282,4,n/a
2016,BMW,M4 Cabriolet,Subcompact,3.0,6,M6,Z,14.1,9.0,11.8,24,278,4,n/a
2016,BMW,M4 Coupe,Compact,3.0,6,AM7,Z,14.1,9.7,12.1,23,284,4,n/a
2016,BMW,M4 Coupe,Compact,3.0,6,M6,Z,13.7,9.0,11.6,24,271,4,n/a
2016,BMW,M5,Mid-size,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,3,n/a
2016,BMW,M5,Mid-size,4.4,8,M6,Z,16.1,10.9,13.7,21,321,3,n/a
2016,BMW,M6,Compact,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,3,n/a
2016,BMW,M6,Compact,4.4,8,M6,Z,16.1,10.9,13.7,21,321,3,n/a
2016,BMW,M6 Cabriolet,Subcompact,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,3,n/a
2016,BMW,M6 Cabriolet,Subcompact,4.4,8,M6,Z,16.1,10.9,13.7,21,321,3,n/a
2016,BMW,M6 Gran Coupe,Compact,4.4,8,AM7,Z,17.3,11.5,14.7,19,344,3,n/a
2016,BMW,M6 Gran Coupe,Compact,4.4,8,M6,Z,16.1,10.9,13.7,21,321,3,n/a
2016,BMW,X1 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,10.7,7.4,9.2,31,215,6,n/a
2016,BMW,X3 xDrive28d,Sport utility vehicle: Small,2.0,4,AS8,D,8.6,6.9,7.9,36,211,6,n/a
2016,BMW,X3 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,11.1,8.4,9.9,29,231,5,n/a
2016,BMW,X3 xDrive35i,Sport utility vehicle: Small,3.0,6,AS8,Z,12.7,8.8,10.9,26,257,5,n/a
2016,BMW,X4 xDrive28i,Sport utility vehicle: Small,2.0,4,AS8,Z,11.7,8.4,10.2,28,238,5,n/a
2016,BMW,X4 xDrive35i,Sport utility vehicle: Small,3.0,6,AS8,Z,12.7,8.8,10.9,26,257,5,n/a
2016,BMW,X4 M40i,Sport utility vehicle: Small,3.0,6,AS8,Z,12.8,9.5,11.3,25,264,5,n/a
2016,BMW,X5 xDrive35d,Sport utility vehicle: Standard,3.0,6,AS8,D,10.0,7.6,8.9,32,233,5,n/a
2016,BMW,X5 xDrive35i,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.0,9.7,11.5,25,269,5,n/a
2016,BMW,X5 xDrive50i,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.7,11.4,13.8,20,322,3,n/a
2016,BMW,X5 M,Sport utility vehicle: Standard,4.4,8,AS8,Z,16.6,12.1,14.6,19,343,3,n/a
2016,BMW,X6 xDrive35i,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.0,9.7,11.5,25,269,5,n/a
2016,BMW,X6 xDrive50i,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.7,11.4,13.8,20,322,3,n/a
2016,BMW,X6 M,Sport utility vehicle: Standard,4.4,8,AS8,Z,16.6,12.1,14.6,19,343,3,n/a
2016,BMW,Z4 sDrive28i,Two-seater,2.0,4,AS8,Z,10.7,7.1,9.1,31,212,6,n/a
2016,BMW,Z4 sDrive28i,Two-seater,2.0,4,M6,Z,10.7,7.0,9.0,31,211,6,n/a
2016,BMW,Z4 sDrive35i,Two-seater,3.0,6,AM7,Z,13.7,10.0,12.1,23,282,4,n/a
2016,BMW,Z4 sDrive35is,Two-seater,3.0,6,AM7,Z,13.7,10.0,12.1,23,282,4,n/a
2016,Buick,Enclave,Sport utility vehicle: Standard,3.6,6,A6,X,15.8,10.6,13.4,21,315,4,n/a
2016,Buick,Enclave AWD,Sport utility vehicle: Standard,3.6,6,A6,X,16.1,10.8,13.7,21,323,3,n/a
2016,Buick,Encore,Sport utility vehicle: Small,1.4,4,AS6,X,9.5,7.2,8.5,33,199,7,n/a
2016,Buick,Encore AWD,Sport utility vehicle: Small,1.4,4,AS6,X,10.2,8.0,9.2,31,215,6,n/a
2016,Buick,Encore Sport Touring,Sport utility vehicle: Small,1.4,4,AS6,X,8.5,6.9,7.8,36,182,7,n/a
2016,Buick,Encore Sport Touring AWD,Sport utility vehicle: Small,1.4,4,AS6,X,8.9,7.4,8.2,34,192,7,n/a
2016,Buick,Envision AWD,Sport utility vehicle: Small,2.0,4,A6,Z,11.8,9.1,10.6,27,248,5,n/a
2016,Buick,LaCrosse eAssist,Mid-size,2.4,4,AS6,X,9.6,6.5,8.2,34,193,7,n/a
2016,Buick,LaCrosse FFV,Mid-size,3.6,6,AS6,X,13.7,8.6,11.4,25,268,5,n/a
2016,Buick,LaCrosse FFV,Mid-size,3.6,6,AS6,E,18.7,12.4,15.8,18,260,5,n/a
2016,Buick,LaCrosse AWD FFV,Mid-size,3.6,6,AS6,X,13.8,9.0,11.7,24,274,4,n/a
2016,Buick,LaCrosse AWD FFV,Mid-size,3.6,6,AS6,E,18.5,12.5,15.8,18,263,5,n/a
2016,Buick,Regal,Mid-size,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,5,n/a
2016,Buick,Regal,Mid-size,2.0,4,M6,Z,11.6,7.6,9.8,29,230,5,n/a
2016,Buick,Regal eAssist,Mid-size,2.4,4,AS6,X,9.6,6.5,8.2,34,193,7,n/a
2016,Buick,Regal AWD,Mid-size,2.0,4,AS6,Z,12.4,8.7,10.7,26,252,5,n/a
2016,Buick,Verano,Compact,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,5,n/a
2016,Buick,Verano,Compact,2.0,4,M6,Z,11.6,7.6,9.8,29,230,5,n/a
2016,Buick,Verano,Compact,2.4,4,AS6,X,11.3,7.4,9.6,29,224,6,n/a
2016,Cadillac,ATS,Compact,2.0,4,AS8,Z,10.5,7.6,9.2,31,215,6,n/a
2016,Cadillac,ATS,Compact,2.0,4,M6,Z,12.0,8.1,10.3,27,240,5,n/a
2016,Cadillac,ATS,Compact,2.5,4,AS8,X,10.6,7.3,9.1,31,214,6,n/a
2016,Cadillac,ATS,Compact,3.6,6,AS8,X,11.6,7.9,9.9,29,233,5,n/a
2016,Cadillac,ATS AWD,Compact,2.0,4,AS8,Z,10.8,7.8,9.4,30,221,6,n/a
2016,Cadillac,ATS AWD,Compact,3.6,6,AS8,X,12.2,8.5,10.5,27,247,5,n/a
2016,Cadillac,ATS-V,Compact,3.6,6,AS8,Z,14.7,9.8,12.5,23,293,4,n/a
2016,Cadillac,ATS-V,Compact,3.6,6,M6,Z,14.2,10.2,12.4,23,289,4,n/a
2016,Cadillac,CT6,Full-size,2.0,4,AS8,Z,11.0,7.6,9.5,30,222,6,n/a
2016,Cadillac,CT6 AWD,Full-size,3.0,6,AS8,Z,13.0,9.0,11.2,25,263,5,n/a
2016,Cadillac,CT6 AWD,Full-size,3.6,6,AS8,X,12.8,8.7,11.0,26,257,5,n/a
2016,Cadillac,CTS,Mid-size,2.0,4,AS8,Z,11.0,7.6,9.5,30,221,6,n/a
2016,Cadillac,CTS,Mid-size,3.6,6,AS8,X,11.6,7.9,9.9,29,233,5,n/a
2016,Cadillac,CTS AWD,Mid-size,2.0,4,AS8,Z,11.2,8.1,9.8,29,229,5,n/a
2016,Cadillac,CTS AWD,Mid-size,3.6,6,AS8,X,12.2,8.5,10.5,27,247,5,n/a
2016,Cadillac,CTS Vsport,Mid-size,3.6,6,AS8,Z,14.7,9.8,12.5,23,293,4,n/a
2016,Cadillac,CTS-V,Mid-size,6.2,8,AS8,Z,16.6,11.1,14.1,20,332,3,n/a
2016,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,6.2,8,A8,Z,16.0,11.2,13.9,20,325,3,n/a
2016,Cadillac,SRX,Sport utility vehicle: Standard,3.6,6,AS6,X,14.2,9.8,12.3,23,287,4,n/a
2016,Cadillac,SRX AWD,Sport utility vehicle: Standard,3.6,6,AS6,X,14.8,10.4,12.8,22,300,4,n/a
2016,Cadillac,XTS,Full-size,3.6,6,AS6,X,13.6,8.6,11.3,25,263,5,n/a
2016,Cadillac,XTS AWD,Full-size,3.6,6,AS6,X,13.9,8.9,11.6,24,273,4,n/a
2016,Cadillac,XTS Vsport AWD,Full-size,3.6,6,AS6,Z,15.0,10.2,12.8,22,302,4,n/a
2016,Chevrolet,Camaro,Compact,2.0,4,AS8,Z,10.9,7.5,9.3,30,218,6,n/a
2016,Chevrolet,Camaro,Compact,2.0,4,M6,Z,11.4,7.9,9.8,29,229,5,n/a
2016,Chevrolet,Camaro,Compact,3.6,6,AS8,X,12.3,8.5,10.6,27,248,5,n/a
2016,Chevrolet,Camaro,Compact,3.6,6,M6,X,13.2,8.7,11.2,25,261,5,n/a
2016,Chevrolet,Camaro SS,Compact,6.2,8,AS8,Z,14.2,8.4,11.6,24,272,4,n/a
2016,Chevrolet,Camaro SS,Compact,6.2,8,M6,Z,14.3,9.4,12.1,23,284,4,n/a
2016,Chevrolet,City Express,Special purpose vehicle,2.0,4,AV,X,9.7,9.0,9.4,30,220,6,n/a
2016,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,11.9,8.9,10.5,27,247,5,n/a
2016,Chevrolet,Colorado,Pickup truck: Small,2.5,4,M6,X,12.2,9.1,10.8,26,253,5,n/a
2016,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,10.8,7.7,9.4,30,252,5,n/a
2016,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A6,X,13.0,9.2,11.3,25,265,5,n/a
2016,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.6,11.3,25,265,5,n/a
2016,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,12.0,8.2,10.3,27,277,4,n/a
2016,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A6,X,13.6,9.9,11.9,24,279,4,n/a
2016,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,14.6,8.1,11.7,24,275,4,n/a
2016,Chevrolet,Corvette,Two-seater,6.2,8,M7,Z,13.7,8.2,11.2,25,263,5,n/a
2016,Chevrolet,Corvette Z06,Two-seater,6.2,8,AS8,Z,17.7,10.2,14.3,20,335,3,n/a
2016,Chevrolet,Corvette Z06,Two-seater,6.2,8,M7,Z,15.7,10.6,13.4,21,313,4,n/a
2016,Chevrolet,Cruze,Compact,1.4,4,AS6,X,7.8,5.6,6.8,42,159,8,n/a
2016,Chevrolet,Cruze,Compact,1.4,4,M6,X,8.2,5.8,7.1,40,167,8,n/a
2016,Chevrolet,Cruze Premier,Compact,1.4,4,AS6,X,7.8,5.9,6.9,41,160,8,n/a
2016,Chevrolet,Cruze Limited,Mid-size,1.4,4,AS6,X,9.1,6.3,7.8,36,184,7,n/a
2016,Chevrolet,Cruze Limited,Mid-size,1.4,4,M6,X,9.0,6.2,7.8,36,182,7,n/a
2016,Chevrolet,Cruze Limited Eco,Mid-size,1.4,4,A6,X,9.0,6.1,7.7,37,181,7,n/a
2016,Chevrolet,Cruze Limited Eco,Mid-size,1.4,4,M6,X,8.4,5.6,7.1,40,167,8,n/a
2016,Chevrolet,Cruze Limited,Mid-size,1.8,4,AS6,X,10.5,6.8,8.8,32,207,6,n/a
2016,Chevrolet,Cruze Limited,Mid-size,1.8,4,M6,X,9.4,6.6,8.1,35,190,7,n/a
2016,Chevrolet,Equinox,Sport utility vehicle: Small,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,n/a
2016,Chevrolet,Equinox FFV,Sport utility vehicle: Small,2.4,4,A6,X,10.5,7.3,9.1,31,214,6,n/a
2016,Chevrolet,Equinox FFV,Sport utility vehicle: Small,2.4,4,A6,E,15.6,10.8,13.4,21,221,6,n/a
2016,Chevrolet,Equinox,Sport utility vehicle: Small,3.6,6,A6,X,14.2,9.5,12.1,23,285,4,n/a
2016,Chevrolet,Equinox AWD,Sport utility vehicle: Small,2.4,4,A6,X,11.5,8.2,10.0,28,235,5,n/a
2016,Chevrolet,Equinox AWD FFV,Sport utility vehicle: Small,2.4,4,A6,X,11.5,8.2,10.0,28,235,5,n/a
2016,Chevrolet,Equinox AWD FFV,Sport utility vehicle: Small,2.4,4,A6,E,16.3,11.6,14.2,20,236,5,n/a
2016,Chevrolet,Equinox AWD,Sport utility vehicle: Small,3.6,6,A6,X,14.9,10.1,12.8,22,300,4,n/a
2016,Chevrolet,Express 2500 Passenger,Van: Passenger,6.0,8,A6,X,22.0,14.9,18.8,15,441,1,n/a
2016,Chevrolet,Express 3500 Passenger,Van: Passenger,6.0,8,A6,X,23.0,16.0,19.8,14,465,1,n/a
2016,Chevrolet,Impala,Full-size,2.5,4,AS6,X,10.6,7.5,9.2,31,215,6,n/a
2016,Chevrolet,Impala FFV,Full-size,3.6,6,AS6,X,12.5,8.2,10.6,27,248,5,n/a
2016,Chevrolet,Impala FFV,Full-size,3.6,6,AS6,E,17.0,11.5,14.5,19,239,5,n/a
2016,Chevrolet,Impala Dual Fuel,Mid-size,3.6,6,AS6,X,13.9,9.3,11.9,24,272,4,n/a
2016,Chevrolet,Impala Dual Fuel,Mid-size,3.6,6,AS6,N,15.2,9.5,12.7,22,213,6,n/a
2016,Chevrolet,Malibu,Mid-size,1.5,4,A6,X,8.7,6.3,7.6,37,179,7,n/a
2016,Chevrolet,Malibu,Mid-size,2.0,4,AS8,Z,10.6,7.1,9.0,31,211,6,n/a
2016,Chevrolet,Malibu Limited,Mid-size,2.5,4,AS6,X,10.0,7.0,8.6,33,202,6,n/a
2016,Chevrolet,Malibu Hybrid,Mid-size,1.8,4,AV,X,5.0,5.1,5.1,55,122,9,n/a
2016,Chevrolet,Silverado FFV,Pickup truck: Standard,4.3,6,A6,X,13.5,10.0,11.9,24,280,4,n/a
2016,Chevrolet,Silverado FFV,Pickup truck: Standard,4.3,6,A6,E,19.3,14.4,17.1,17,284,4,n/a
2016,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,n/a
2016,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,14.6,10.4,12.7,22,298,4,n/a
2016,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,19.9,14.0,17.2,16,286,4,n/a
2016,Chevrolet,Silverado,Pickup truck: Standard,6.2,8,A8,Z,16.1,11.4,14.0,20,328,3,n/a
2016,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4.3,6,A6,X,14.2,10.7,12.6,22,296,4,n/a
2016,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4.3,6,A6,E,20.3,15.3,18.1,16,301,4,n/a
2016,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A6,X,15.0,10.7,13.1,22,307,4,n/a
2016,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,15.0,10.7,13.1,22,306,4,n/a
2016,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,20.5,14.4,17.8,16,295,4,n/a
2016,Chevrolet,Silverado eAssist 4WD,Pickup truck: Standard,5.3,8,A8,X,14.4,11.2,13.0,22,304,4,n/a
2016,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A8,Z,16.3,11.6,14.2,20,332,3,n/a
2016,Chevrolet,Sonic,Compact,1.4,4,AS6,X,9.0,6.8,8.0,35,188,7,n/a
2016,Chevrolet,Sonic,Compact,1.4,4,M6,X,8.5,6.2,7.5,38,175,8,n/a
2016,Chevrolet,Sonic,Compact,1.8,4,AS6,X,9.6,6.7,8.3,34,195,7,n/a
2016,Chevrolet,Sonic,Compact,1.8,4,M5,X,9.0,6.8,8.0,35,187,7,n/a
2016,Chevrolet,Sonic RS,Compact,1.4,4,AS6,X,9.5,7.1,8.4,34,195,7,n/a
2016,Chevrolet,Sonic RS,Compact,1.4,4,M6,X,8.9,7.0,8.0,35,189,7,n/a
2016,Chevrolet,Sonic 5,Station wagon: Small,1.4,4,AS6,X,9.0,6.8,8.0,35,188,7,n/a
2016,Chevrolet,Sonic 5,Station wagon: Small,1.4,4,M6,X,8.5,6.2,7.5,38,175,8,n/a
2016,Chevrolet,Sonic 5,Station wagon: Small,1.8,4,AS6,X,9.6,6.7,8.3,34,195,7,n/a
2016,Chevrolet,Sonic 5,Station wagon: Small,1.8,4,M5,X,9.0,6.8,8.0,35,187,7,n/a
2016,Chevrolet,Sonic 5 RS,Station wagon: Small,1.4,4,AS6,X,9.5,7.1,8.4,34,195,7,n/a
2016,Chevrolet,Sonic 5 RS,Station wagon: Small,1.4,4,M6,X,8.9,7.0,8.0,35,189,7,n/a
2016,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.6,5.7,6.7,42,157,8,n/a
2016,Chevrolet,Spark,Subcompact,1.4,4,M5,X,7.8,5.8,6.9,41,162,8,n/a
2016,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,n/a
2016,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,n/a
2016,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,n/a
2016,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,n/a
2016,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,X,15.4,10.8,13.3,21,312,4,n/a
2016,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,E,22.2,15.3,19.1,15,317,3,n/a
2016,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,n/a
2016,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5.3,8,A6,X,15.1,10.4,13.0,22,304,4,n/a
2016,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5.3,8,A6,E,20.5,14.0,17.6,16,288,4,n/a
2016,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,n/a
2016,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,X,15.2,10.8,13.2,21,310,4,n/a
2016,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5.3,8,A6,E,20.9,14.5,18.0,16,300,4,n/a
2016,Chevrolet,Traverse,Sport utility vehicle: Standard,3.6,6,A6,X,15.8,10.6,13.4,21,315,4,n/a
2016,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3.6,6,A6,X,16.1,10.8,13.7,21,323,3,n/a
2016,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,AS6,X,9.2,7.0,8.2,34,193,7,n/a
2016,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,M6,X,9.1,6.9,8.1,35,190,7,n/a
2016,Chevrolet,Trax 4WD,Sport utility vehicle: Small,1.4,4,AS6,X,9.7,7.6,8.7,32,205,6,n/a
2016,Chrysler,200 FFV,Mid-size,2.4,4,A9,X,10.2,6.4,8.5,33,198,7,n/a
2016,Chrysler,200 FFV,Mid-size,2.4,4,A9,E,13.6,8.5,11.3,25,186,7,n/a
2016,Chrysler,200 FFV,Mid-size,3.6,6,A9,X,12.4,7.5,10.2,28,239,5,n/a
2016,Chrysler,200 FFV,Mid-size,3.6,6,A9,E,16.5,10.1,13.6,21,225,6,n/a
2016,Chrysler,200 AWD FFV,Mid-size,3.6,6,A9,X,12.8,8.1,10.7,26,250,5,n/a
2016,Chrysler,200 AWD FFV,Mid-size,3.6,6,A9,E,16.9,10.8,14.1,20,232,5,n/a
2016,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,n/a
2016,Chrysler,300 FFV,Full-size,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,n/a
2016,Chrysler,300 FFV,Full-size,3.6,6,A8,E,16.8,10.3,13.9,20,229,5,n/a
2016,Chrysler,300 (MDS),Full-size,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,n/a
2016,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,n/a
2016,Chrysler,300 AWD FFV,Full-size,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,n/a
2016,Chrysler,300 AWD FFV,Full-size,3.6,6,A8,E,17.3,11.7,14.8,19,243,5,n/a
2016,Chrysler,Town & Country FFV,Minivan,3.6,6,A6,X,14.1,9.5,12.0,24,282,4,n/a
2016,Chrysler,Town & Country FFV,Minivan,3.6,6,A6,E,19.7,13.3,16.8,17,279,4,n/a
2016,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,27,242,5,n/a
2016,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,n/a
2016,Dodge,Challenger,Mid-size,5.7,8,M6,X,15.6,10.0,13.1,22,307,4,n/a
2016,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,n/a
2016,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.8,10.4,13.9,20,326,3,n/a
2016,Dodge,Challenger SRT (MDS),Mid-size,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,n/a
2016,Dodge,Challenger SRT,Mid-size,6.4,8,M6,Z,16.8,10.4,13.9,20,326,3,n/a
2016,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3,n/a
2016,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,353,3,n/a
2016,Dodge,Charger,Full-size,3.6,6,A5,X,13.7,8.9,11.5,25,271,4,n/a
2016,Dodge,Charger FFV,Full-size,3.6,6,A5,X,13.7,8.9,11.5,25,271,4,n/a
2016,Dodge,Charger FFV,Full-size,3.6,6,A5,E,18.7,12.4,15.9,18,264,5,n/a
2016,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,n/a
2016,Dodge,Charger FFV,Full-size,3.6,6,A8,X,12.4,7.7,10.3,27,240,5,n/a
2016,Dodge,Charger FFV,Full-size,3.6,6,A8,E,16.8,10.3,13.9,20,229,5,n/a
2016,Dodge,Charger (MDS),Full-size,5.7,8,A5,X,15.7,9.6,12.9,22,302,4,n/a
2016,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.8,9.3,12.3,23,289,4,n/a
2016,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.7,9.5,12.9,22,302,4,n/a
2016,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,n/a
2016,Dodge,Charger AWD FFV,Full-size,3.6,6,A8,X,12.8,8.6,10.9,26,257,5,n/a
2016,Dodge,Charger AWD FFV,Full-size,3.6,6,A8,E,17.3,11.7,14.8,19,243,5,n/a
